tweet,sentiment
"['ulasan', 'menambah', 'semangat', 'menulisku', 'terima', 'kasih']",1
"['coba', 'tolong', 'ulasan', 'lucu', 'butuh', 'masukan', 'kritik', 'membangun', 'lanjutkan', 'terima kasih']",1
"['banget', 'ulasan']",1
"['punyaku', 'udah', 'kekurangan', 'berkenan', 'senang', 'banget', 'ulasan']",1
"['ketawa', 'sensor', 'endorse', 'kalah', 'kalah', 'november', 'acara', 'tokopedia']",0
"['endorse', 'tepuk', 'tepuk', 'bayi']",0
"['heran', 'endorse']",1
"['kayaknya', 'endorse']",0
"['tangan', 'beli', 'tampilan', 'cantik', 'kotor', 'endorse', 'pon', 'helok']",1
"['maklum', 'celebrity', 'endorse', 'ceunah']",1
"['menggelikan', 'gegara', 'endorse', 'lucu']",0
"['tertawa', 'minhyuk', 'uang', 'kemarin', 'endorse', 'mulu', 'kemarin', 'kemarin', 'skejulnya', 'padat', 'mengisi', 'acara']",1
"['kakak', 'pendek', 'endorse', 'kakak']",1
"['coba', 'biar', 'artis', 'endorse', 'cv']",1
"['pemikiran', 'hembusan', 'banget', 'pemikirannya', 'latihan', 'influencer']",1
"['foto', 'kawan', 'endorse', 'pepsodent']",1
"['gangster', 'ketawa', 'kerja', 'pacaran', 'endorse', 'merek']",1
"['penjual', 'mengeluh', 'keseringan', 'endorse', 'perintilan', 'wawasan', 'ketuk', 'menandai', 'berpengaruh', 'pelajaran', 'penjual', 'biar', 'memilih', 'influencer', 'sesuai', 'pasar', 'langsung', 'endorse']",1
"['komentar', 'endorse']",1
"['ketawa', 'dilirik', 'kakak', 'endorse', 'pocky']",1
"['kakak', 'berbayar', 'mempromosikan']",1
"['follower', 'endorse', 'pengirim']",1
"['angsa', 'berani', 'tonton', 'ulasan', 'alias', 'temenin', 'tonton']",0
"['tumben', 'post', 'mempromosikan', 'produk', 'perusahaan', 'kerja', 'kayaknya', 'malas', 'sih', 'sebentar', 'perkiraan', 'endorse', 'orang', 'baca']",1
"['endorse', 'pin']",1
"['sumpah', 'endorse']",1
"['subs', 'langsung', 'buka', 'endorse', 'mulu']",1
"['merekomendasi', 'membeli', 'tinggal', 'catatan', 'langsung', 'tonton', 'gratis', 'iklan', 'sub', 'indonesia', 'pastinya', 'legal', 'endorse', 'ulasan', 'jujur']",1
"['asik', 'endorse']",1
"['bagus', 'lumayan', 'endorse']",1
"['mempromosikan', 'banget', 'gabung', 'berbayar']",0
"['pulang', 'membantu', 'keluarga', 'syuting', 'endorse', 'msglow']",1
"['kecewa', 'kepintaran', 'influencer', 'ya', 'konten', 'endorse', 'kreatif', 'mintanya', 'sow', 'udah', 'juta', 'ya']",1
"['ulasan', 'sayang', 'berpakaian', 'produk', 'gapapa']",1
"['pembaca', 'pencari', 'ulasan', 'kakak', 'berhubung', 'berjerawat', 'mencari', 'produk', 'pas', 'baca', 'ulasan', 'langsung', 'pengalaman', 'reviewer', 'kakak', 'kemasan', 'tekstur', 'dll', 'baca', 'beli']",1
"['aktif', 'banget', 'endorse', 'selebarmy', 'kakak']",1
"['endorse', 'gimana', 'sih', 'aneh', 'banget']",1
"['butuh', 'manajer', 'isi', 'manajer', 'atur', 'endorse']",1
"['regenerasi', 'yuk', 'sponsor', 'endorsement', 'ketawa']",1
"['wisd', 'cerah', 'bal', 'balan', 'tinggal', 'buka', 'endorse']",1
"['adil', 'lihat', 'artis', 'endorse', 'menawari', 'judi', 'daring']",1
"['heran', 'ditangkapnya', 'ya', 'kemarin', 'artis', 'teratas', 'endorse', 'situs', 'judi', 'daring', 'ditangkap', 'uang', 'mbah', 'berbicara', 'sih', 'beneran']",1
"['pangan', 'melok', 'endorse']",1
"['lebih baik', 'komunitas', 'menyenangkan', 'sepakat', 'sobat', 'buka', 'cabang', 'kota', 'komunitas', 'mengadakan', 'acara', 'uang', 'buka', 'endorse']",1
"['pemain', 'lokal', 'suka', 'makian', 'peringkat', 'fifa', 'followers', 'endorse', 'lancar']",1
"['tweet', 'endorse', 'disponsori', 'manajemen', 'solo']",1
"['bener', 'banget', 'berbicara', 'indonesia', 'endorse', 'tokopedia', 'hormat', 'cakap']",1
"['asik', 'endorse']",1
"['sedap', 'pegang', 'jerawt', 'peduli', 'partai', 'walhal', 'pegang', 'jerawt', 'ke ranah', 'endorsement', 'partai', 'rakyat', 'mengeri', 'menjenguk', 'anak', 'pilihan', 'ahli', 'partai', 'dikerah', 'lps', 'beringatlah', 'hai', 'ahli', 'akar', 'umbi', 'pikir', 'anak', 'dipilih', 'mewakili', 'partai']",0
"['tinggal', 'buka', 'endorse', 'nih']",1
"['mencari', 'nama', 'olshop', 'sendal', 'endorse', 'fasil', 'tidak ketemu', 'menemukan']",0
['endorse'],1
"['endorse', 'nih']",1
"['sepatutnya', 'periode', 'endorse', 'dihitung', 'pertambahannya', 'heran', 'mengukurnya', 'hadeh', 'malas', 'lihat', 'olshop', 'gembokan']",1
"['jaga', 'sop', 'tolong', 'mohon', 'artis', 'publik', 'figur', 'influencer', 'kecam', 'pribadi', 'terima kasih']",1
"['endorsement', 'seng', 'berhubungan', 'bohong', 'tugas']",0
"['tugas', 'kelompokan', 'kuesioner', 'preferensi', 'masyarakatnah', 'ulasan', 'tugas', 'individu', 'reviewnya', 'link', 'gform', 'udah', 'dosen', 'dinilai', 'kritik', 'dikasih', 'sesuai', 'kuesioner', 'direview', 'anonim', 'mencantukan', 'email', 'dispill']",1
"['kalah', 'sok', 'jual', 'mahal', 'endorse', 'kirim']",1
"['endorse', 'sensor', 'abang']",1
"['pengirim', 'sibuk', 'endorse']",1
"['luoyang', 'tayang', 'tanggal', 'desember', 'nih', 'sisanya', 'endorse', 'redmi']",0
"['ketawa', 'ulasan']",1
"['endorse', 'nih']",1
"['endorse', 'scarlet', 'kakak', 'biar', 'orang', 'tiktok']",1
"['gua', 'lupa', 'judulnya', 'anjir', 'pokoknya', 'inggris', 'gasalah', 'death', 'departemen', 'death', 'aula', 'dasar', 'menceritakan', 'limbo', 'mati', 'kesana', 'ulasan', 'mati', 'nano', 'nano', 'sih', 'nangis']",1
"['perlulah', 'influencer', 'ketawa']",1
"['maaf', 'terlepas', 'fans', 'isyana', 'artis', 'masuk', 'kanmogroup', 'endorse', 'merek', 'mahal', 'suka', 'gucci', 'dll', 'heran', 'merek', 'rilis', 'mengikuti', 'musim']",1
"['anak', 'endorse', 'nih', 'iyek']",0
"['amin', 'lumayan', 'menambah', 'uang', 'endorse', 'bersinar']",1
"['buhari', 'kinsmen', 'daura', 'endorse', 'yahaya', 'beli', 'sayang', 'seburu', 'terbaik', 'choice', 'oleout', 'vice', 'presiden', 'osinbajo', 'xavi', 'baju', 'zidan', 'kayu', 'manusia', 'tenang', 'lindungi', 'inec', 'tinggal', 'rinu', 'wallahu', 'carrick', 'vampir', 'gaada', 'apga', 'femi', 'anambradecides']",1
"['heran', 'tinggal', 'menunggu', 'endorse']",1
"['endorse', 'biayanya', 'kakak']",1
"['buka', 'endorse']",1
"['endorse', 'kakak']",1
"['namanya', 'simbiosis', 'mutualisme', 'ulasan']",1
"['terima kasih', 'endorse']",1
"['berharap', 'endorse', 'sih', 'kakak', 'coba', 'makan', 'buah', 'sayur', 'kakak']",1
"['mudah', 'yogaarizona', 'beda', 'influencer', 'tokoh', 'udah', 'nama', 'postingan', 'kakak', 'revina', 'yogaarizona', 'masyarakat', 'golongan', 'marginal']",1
"['nikahan', 'sakral', 'gamau', 'endorse']",0
"['ayo', 'udah', 'endorse']",1
"['ketidakpercaya', 'gegara', 'bocah', 'iyak', 'ya', 'influencer', 'mempengaruhi', 'orang']",1
"['endorse', 'heran']",1
"['orang', 'banget', 'orang', 'bantu', 'kerja sama', 'endorsement', 'bersaksi', 'ramah', 'peduli', 'semoga', 'husnul', 'khatima', 'terima', 'amal', 'ibadahnya']",1
"['kekurangan', 'anggaran', 'kayak', 'disuruh', 'endorse', 'mempromosikan']",0
"['kebagian', 'endorse', 'yesus', 'teori', 'teori', 'udah', 'dipatahkan']",0
"['buka', 'fotografer', 'keperluan', 'endorsement', 'aja', 'hahahahaha']",1
"['heran', 'artis', 'kontroversi', 'biar', 'ramai', 'endorse', 'semahal', 'artis']",1
"['endorse', 'fadiljaidi', 'harga', 'bersahabat', 'konsep', 'lucu', 'sesuka', 'bonus', 'pemeran', 'tambahan', 'pakmuh', 'pakmuh', 'dilla', 'islam', 'bocah', 'pasukan', 'jum', 'atan']",1
"['endorse', 'kaos', 'menggelikan']",0
"['beneran', 'endorse', 'yuk', 'silahkan', 'memesan']",1
"['celebrity', 'endorsement']",1
"['terkadang', 'jahil', 'sesak', 'pas', 'endorse', 'berpakaian', 'manekin', 'mood', 'banget', 'anjir']",1
"['masuk', 'nih', 'endorse', 'mc donalds']",0
"['orang', 'pasca', 'melanggar', 'hukum', 'janani', 'hukuman', 'denda', 'femes', 'orang', 'maaf', 'mulu', 'melas', 'panen', 'endorse', 'nangis', 'bawa', 'anak', 'uang']",1
"['yuk', 'lada', 'unfollow', 'biar', 'endorse', 'mahal', 'sanggup', 'ikutan', 'gabisa']",1
"['buka', 'endorse', 'batok', 'kelapa']",1
"['buka', 'endorse', 'nar', 'ketawa']",1
"['nantu', 'endorse', 'milyar']",1
"['vanessaangel', 'bibi', 'meninggal', 'fuji', 'udah', 'menerima', 'endorse', 'kontak', 'manajer', 'dihapus', 'bio', 'ernest', 'paham', 'jiplak']",0
"['anjing', 'gaada', 'impian', 'lihat', 'highlight', 'berita', 'line', 'harinya', 'gegara', 'gamasuk', 'penjara', 'nikita', 'gosip', 'uang', 'endorse', 'habis', 'apasih', 'gamasuk', 'penjara', 'orang', 'kena', 'sanksi', 'sosial']",0
"['mbakkalau', 'lihat', 'story', 'manajer', 'endorse']",1
['endorsement'],1
"['sumpah', 'endorse', 'lucu', 'banget']",1
"['iya', 'memesan', 'lihat', 'daring', 'ulasan', 'produk', 'bintang', 'alasannya', 'jarang', 'sih', 'mengirimkan', 'untungnya', 'shopee', 'celebrity', 'penjual']",1
"['ketawa', 'sebentar', 'endorse', 'harga']",1
"['hatutaki', 'endorsement', 'menukarkan', 'sisi']",1
"['lebih baik', 'konten', 'foto', 'merek', 'endorse', 'kemarin', 'hanbok', 'langsung', 'sabar', 'menunggu']",1
"['influencer', 'sedap', 'terkadang', 'ketawa']",1
"['ya', 'banda', 'heran', 'heran', 'drama', 'kartu', 'rahe', 'pakistan', 'melawan', 'pakistan', 'ya', 'paman', 'memikirkan', 'heran', 'bicara', 'hotel', 'banda', 'Dulu', 'indian', 'media', 'ajmal', 'qasaab', 'berkaitan', 'teori', 'endorse', 'raha']",1
"['ayahanda', 'rindu', 'fadiljaidi', 'sing', 'lari', 'tinggal', 'olshop', 'trik', 'meh', 'ngeterke', 'endorse', 'totebag', 'tidur']",1
"['barusan', 'gua', 'lihat', 'gua', 'endorse', 'ketawa']",1
"['namanya', 'influencer', 'mencari', 'uang', 'adsense']",0
"['hati', 'busuk', 'beliau', 'endorse', 'jualan', 'orang', 'komentar', 'heran', 'kayak']",0
"['iya', 'bener', 'mik', 'endorse', 'byasa', 'celebrity']",1
"['bagus', 'yuni', 'dendam', 'rindu', 'dibayar', 'tuntas', 'film', 'indonesia', 'senang', 'jarene', 'apik', 'ulasan', 'bioskop', 'buaian']",1
"['kakak', 'lea', 'habis', 'endorse', 'onty', 'adik', 'gendut', 'parsah', 'main', 'berdua']",1
"['ulasan', 'tasyi', 'kakak', 'ulasan', 'ulang', 'fitrop', 'malas', 'nih']",0
"['sebentar', 'dikasih', 'endorse']",1
"['endorse', 'tidak biasa', 'keren', 'sih', 'fadiljaidi']",1
"['salah', 'kemarin', 'post', 'kayak', 'endorse', 'ya', 'kangen', 'postingan', 'buram', 'estentik']",0
"['endorse', 'tonton', 'tamat']",0
"['sih', 'takut', 'dilelang', 'beliau', 'endorse', 'pedigree', 'karung', 'kakak']",1
"['pribadi', 'kakak', 'biar', 'endorse']",1
"['heran', 'sih', 'selebgram', 'cosplay', 'idola', 'jujur', 'kayaknya', 'menerima', 'pekerjaan', 'promosi', 'hadeh', 'alias', 'terima', 'pekerjaan', 'endorsement']",1
"['endorse', 'kakak', 'gabisa', 'merek', 'nomor', 'sih', 'silahkan']",1
"['tertawa', 'cocok', 'banget', 'nih', 'endorse', 'mie', 'sedap', 'admin', 'lirik', 'kiw', 'kiw']",1
"['muncul', 'twit', 'jualan', 'ketawa', 'makan', 'majikan', 'majikan', 'berbayar', 'mempromosikan', 'populer', 'ceunah', 'foto', 'kucing', 'menggelikan']",1
"['namanya', 'endorse', 'dbayar', 'heran', 'bodoh', 'gamau', 'heran', 'ya kali', 'konten', 'ilegal']",1
"['sebentar', 'endorse']",0
"['puluhan', 'juta', 'manusia', 'beneran', 'uang', 'miss', 'ketawa', 'produk', 'endorse', 'terjual']",1
['endorse'],1
"['kakji', 'endorse', 'kakji', 'terima', 'terbayang', 'buka', 'endorse']",1
"['berbayar', 'mempromosikan', 'penggemar', 'kakak']",1
"['menggelikan', 'keseringan', 'berbayar', 'mempromosikan', 'berbayar', 'mempromosikan', 'jualan', 'followers']",1
"['positif', 'thingking', 'udah', 'ulasan']",1
"['endorse', 'kalung', 'anak', 'metal', 'kakak', 'ketawa']",1
"['walah', 'artis', 'endorse', 'banget', 'nih']",1
"['sebentar', 'endorse', 'mark', 'lee', 'amin']",1
"['aneh', 'banget', 'permainan', 'ajang', 'namanya', 'permainan', 'permainan', 'tujuannya', 'main', 'senang', 'diikuti', 'kayak', 'influencer', 'celebrity', 'dasar', 'mengambil', 'banget', 'mengejek', 'bacot', 'pengirim']",1
"['beli', 'kakak', 'endorse', 'panci', 'sih']",1
"['sebentar', 'endorse', 'panik', 'bambang', 'visual', 'doang', 'bandingkan', 'menyesuaikan', 'parsah', 'beda', 'banget']",1
"['jualan', 'ulasan', 'produk']",1
"['endorse', 'bittersweet']",1
"['digendong', 'ayahanda', 'ketawa', 'endorse', 'baju', 'ayahanda', 'lucu', 'bilang', 'permisi']",1
['endorse'],1
"['iya', 'nih', 'segar', 'seburu', 'oven', 'udah', 'endorse']",1
"['menggelikan', 'aneh', 'follow', 'sih', 'coba', 'follow', 'hadeh', 'endorse', 'dimana']",1
"['produk', 'pengguna', 'kayak', 'dunia', 'ramai', 'banget', 'jujur', 'reviewnya', 'detail', 'banget', 'membantu', 'mencari', 'ulasan', 'produk']",1
"['gerakan', 'endorse', 'freemasonry', 'promosi']",1
"['iya', 'heran', 'buka', 'endorse']",1
"['ibunda', 'kontak', 'hotel', 'menawari', 'endorse', 'nih', 'lumayan', 'liburan', 'gratisan', 'musim', 'review', 'vlog']",1
"['yuk', 'yuk', 'tolong', 'admin', 'lambe', 'mempromosikan', 'kasihan', 'biar', 'endorse', 'pasang', 'muka', 'igstory', 'diretas', 'menggelikan']",1
"['xiaomi', 'mengeluarkan', 'tembakan', 'endorse', 'xiaomi']",0
"['mjb', 'bener', 'video', 'masak', 'asrama', 'endorse', 'yoghurt', 'cimory']",1
"['postingan', 'gasih', 'habis', 'habis', 'artis', 'kena', 'skandal', 'ramai', 'endorse']",1
"['beneran', 'bohong', 'endorse']",0
"['tolol', 'ketawa', 'mood', 'banget', 'endorse']",1
"['bener', 'banget', 'bahaya', 'idgaf', 'banget', 'barang', 'endorse', 'bodoh', 'terserah']",0
"['selebtwit', 'endorse', 'scarlet', 'pemutih']",1
"['tolong', 'celebrity', 'ajukan', 'endorse', 'bra']",1
"['ada apa', 'endorse']",1
"['menggelikan', 'semoga', 'endorse', 'kakak', 'fotokopinya']",0
"['heran', 'disuruh', 'bayar', 'endorse', 'heran', 'otw', 'influencer', 'juta', 'follow']",1
"['ampun', 'beneran', 'ulasan', 'bersyukur', 'cocok', 'selera', 'besok', 'memasukkan', 'disematkan']",1
"['selebgram', 'endorse', 'baju', 'suka', 'mir', 'ketawa']",1
"['doang', 'sih', 'endorse', 'almarhumah', 'ngepost', 'ulang', 'postingan', 'endorse', 'bilang', 'berduka', 'cita', 'mencari', 'untung']",1
"['ketawa', 'kemarin', 'ulasan', 'bioskop', 'buaian', 'sih']",1
"['tertawa', 'bener', 'juta', 'lupa', 'endorse', 'scarlet']",1
"['bertemu', 'harga', 'habis', 'pasang', 'endorse', 'bio']",1
"['lihat', 'isi', 'endorse']",1
"['percaya', 'endorse', 'taliban']",1
"['lembaga', 'pelindung', 'pendukung', 'teror', 'teror', 'verbal', 'teror', 'fisik', 'pengeboman', 'pelakunya', 'endorse', 'simpati']",0
"['menandakan', 'sebentar', 'kutulis', 'ulasan', 'bekas', 'kondangan']",0
"['pemerhati', 'masyarakat', 'influencer', 'model', 'selebgram']",1
"['foto', 'endorse', 'gelabakan', 'sederhana', 'sindiran']",1
"['edit', 'bio', 'buka', 'endorse', 'menghubungi']",1
"['coba', 'kirim', 'foto', 'doi', 'ulasan']",1
"['heran', 'kena', 'endorse', 'isoman']",1
"['endorse', 'kakak', 'konten']",1
"['put', 'curian', 'foto', 'endorse', 'baju', 'cari', 'uang']",0
"['parah', 'banget', 'permainan', 'parsah', 'baju', 'berpakaian', 'hasil', 'endorse', 'hadiah', 'fans', 'udah', 'budak', 'parsah', 'susah']",1
"['mika', 'korban', 'endorse', 'abang', 'fadiljaidi']",0
"['livjun', 'endorse', 'kasih', 'ulasan', 'heran', 'jarang', 'bilang', 'mereknya', 'cocok', 'produk', 'kelewat', 'jujur', 'sih', 'penasaran', 'kakak', 'tidak percaya', 'influencer']",1
"['mengikuti', 'livjunkie', 'story', 'keteknya', 'iritasi', 'dibilang', 'endorse', 'ketawa', 'banyol']",0
"['suka', 'penembak', 'influencer', 'kaliv', 'udah', 'iritasi', 'bilang', 'endorse', 'nada', 'tuli', 'banget', 'jujur', 'ketawa']",1
"['hidup', 'jarang', 'endorse', 'endorse', 'kemarin', 'pas', 'coba', 'deodorant', 'iritasi', 'gatau', 'hawa', 'endorse', 'kencang', 'rachelvennya', 'bener', 'endorse', 'banget']",1
"['udah', 'iritasi', 'diejek', 'bentuk', 'endorsement']",1
"['namanya', 'kayaknya', 'generalisir', 'produk', 'beli', 'lihat', 'endorse', 'tekstur', 'efek', 'sesuai', 'deskripsi', 'heran', 'syukur', 'follow', 'orang', 'dampak', 'positif', 'tukang', 'menipu']",1
"['tolong', 'endorse', 'admin', 'budak', 'ultra', 'susu']",1
"['kawan', 'membuka', 'endorse', 'berbayar', 'mempromosikan']",1
"['buka', 'berbayar', 'mempromosikan']",1
"['gampang', 'menyalahkan', 'dibuktikan', 'permisi', 'kontrak', 'endorse', 'bilang', 'dihapus', 'kena', 'daftar hitam']",0
"['iya', 'anjir', 'buruan', 'biar', 'buka', 'endorse', 'ketawa']",1
"['udah', 'endorse', 'nih']",1
"['sih', 'alhamdulillah', 'drama', 'benua', 'tayang', 'cctv', 'endorse', 'lancar', 'drama', 'panggung', 'teater', 'heran', 'tanggal', 'heran', 'ketinggalan']",1
"['coba', 'merek', 'endorse', 'iklan', 'bergantian', 'langsung', 'beranjak']",1
"['menggelikan', 'kakak', 'endorse', 'waze']",0
"['berbayar', 'mempromosikan', 'kakak']",1
"['endorse', 'barang', 'goblok']",0
"['berusaha', 'teler', 'menawarkan', 'endorse']",0
"['totalitas', 'banget', 'endorse']",1
"['google', 'terjemahan', 'menemani', 'pagi', 'siang', 'malam', 'google', 'terjemahan', 'penyelamat', 'harimu', 'batuk', 'endorse', 'google']",1
"['google', 'sih', 'endorse', 'orang', 'orang', 'udah', 'langsung', 'berpakaian', 'google', 'terlanjur', 'nyaman']",1
"['coba', 'ulasan']",1
"['dayeon', 'endorse']",1
"['hikmah', 'mempromosikan', 'produk', 'endorse']",1
"['dibawa', 'ginjalku', 'tercubit', 'lihat', 'harga', 'semoga', 'endorsement', 'skii', 'laki', 'berkhayal']",1
"['hermes', 'channel', 'fendi', 'dior', 'mewah', 'designer', 'merek', 'mengantre', 'endorse', 'anak', 'kos', 'ikutan']",0
"['harga', 'orang', 'olshop', 'endorse']",1
"['sih', 'melewati', 'doi', 'endorse', 'kreatif', 'banget']",1
"['endorse', 'kangana', 'ranut', 'bicara', 'kayak', 'celebrity', 'mengejek', 'mili', 'penuh', 'kangana', 'mkb']",0
"['pejabat', 'publik', 'popularitas', 'memajukan', 'rakyatnya', 'artis', 'mengalir', 'acara', 'pernikahan', 'endorse', 'produk', 'merek', 'dibayar', 'sah', 'berisiko', 'publik', 'memboikot', 'produk', 'merek', 'endorse']",1
['ratecard'],1
"['endorse', 'melawak']",1
"['endorse', 'baper', 'gapapa', 'sih', 'endorse']",1
"['menunggu', 'fadiljaidi', 'endorse', 'mood', 'banget']",1
"['nat', 'tawaran', 'endorse']",0
"['sibuk', 'konten', 'endorse', 'sibuk']",1
"['gapapa', 'heran', 'multifungsi', 'sebentar', 'centang', 'biru', 'endorse']",0
"['asik', 'bentar', 'taruh', 'endorse', 'apel', 'kegigit']",1
"['jaehyun', 'endorse', 'menata', 'heran']",1
"['maaf', 'dilarang', 'endorse']",0
"['gua', 'rubrik', 'perawatan', 'biar', 'endorse']",1
"['cocok', 'nih', 'endorse', 'helm']",1
"['endorse', 'anjir']",1
"['johnny', 'buka', 'endorse']",1
"['taeyong', 'endorse', 'masker']",1
"['drama', 'endorse', 'kopiko', 'kepiting']",0
"['heran', 'aneh', 'sih', 'kebagian', 'endorse']",1
"['ahahaja', 'serius', 'endorse', 'sinovac', 'sebentar', 'menangis']",0
"['jadikan', 'endorse', 'sinovac', 'duta', 'sinovac']",1
"['coba', 'produk', 'coba', 'tertarik', 'banget', 'pas', 'baca', 'ulasan', 'sebagus', 'menang', 'banget', 'merasakan', 'glo', 'serum', 'menangis', 'bismillahirrahmanirrahim', 'harapan', 'beruntung', 'terima kasih', 'ya']",1
"['sayang', 'endorsement']",1
"['tidak sengaja', 'endorse']",0
"['keanuagl', 'kakak', 'hilang', 'akun', 'endorse']",1
"['setahu', 'pemain', 'endorse', 'disana', 'syuting', 'masak', 'elsa', 'narapidana', 'taman', 'safari']",1
"['cantik', 'privat', 'sih', 'more', 'suka', 'stereotype', 'muka', 'cina', 'banget', 'pas', 'masuk', 'pandora', 'langsung', 'dikeluarkan', 'barang', 'mengintip', 'endorse', 'idola']",1
"['kakak', 'endorse', 'akun', 'ajukan', 'biar', 'menemukan', 'mutual']",1
"['hujan', 'kampanye', 'kawan', 'ditunggu', 'endorsement']",1
"['heran', 'mertua', 'endorse', 'wow']",1
"['beli', 'kapal', 'selam', 'endorse', 'mengalir']",0
"['tertawa', 'kebanyakan', 'tonton', 'endorse', 'lemonilo']",1
"['cemburu', 'endorse']",0
"['kamar', 'sebelah', 'rapat', 'darurat', 'dipimpin', 'promosi', 'palsu', 'bola', 'album', 'ketemu', 'fakta', 'peristiwa', 'tokoh', 'idola', 'nihil', 'rekayasa', 'pakar', 'ditimpali', 'fiksi', 'berbohong', 'diviralkan']",0
"['habis', 'endorse', 'hadeh', 'kayaknya']",0
"['tamparan', 'berpakaian', 'endorse']",1
"['kaget', 'influencer', 'berani', 'keputusannya', 'gila', 'kuat', 'banget', 'menghadapi', 'gempuran']",1
"['mencoba', 'sebentar', 'ulasan']",1
"['udah', 'endorsement']",1
"['buka', 'endorse']",1
['endorse'],1
"['gapapa', 'panjat sosial', 'biar', 'endorse', 'lumayan', 'debut']",1
"['heran', 'sebutkan', 'merek', 'egx', 'endorse']",1
"['kakak', 'nahan', 'endorse']",0
"['uang', 'endorse', 'kampus', 'menggelikan']",1
['endorse'],1
"['endorse', 'pabrik', 'paramex', 'nih']",1
"['bener', 'kakak', 'niat', 'sekeluarga', 'mengajak', 'endorse']",1
"['influencer', 'netizen', 'cost', 'alot', 'sih', 'segi', 'materi', 'fisik', 'mental']",0
"['menyumbang', 'judul', 'prosa', 'pengirim', 'negeri', 'sastrawan', 'terbenam', 'penerbit', 'endorse', 'dustakan']",1
"['ustadz', 'vital', 'channel', 'youtube', 'gimana', 'sayang', 'endorse', 'artis']",1
"['story', 'endorse', 'ngakak', 'banget']",0
"['asik', 'endorse']",1
"['fisik', 'toko', 'perdagangan', 'lisensi', 'nike', 'adidas', 'mizuno', 'wajar', 'berani', 'endorse', 'borneo', 'berpakaian', 'nike']",1
"['tidak jadi', 'endorse', 'minerale', 'tertawa']",1
"['dukung', 'jokowi', 'maaf', 'mengundang', 'influencer', 'asing', 'wisata', 'dukung', 'pemerintah', 'jokowi', 'maaf', 'sambutan', 'dagelan', 'corona', 'mengatasi', 'corona', 'dagel', 'mengeri', 'kadrun', 'hati hati', 'taliban', 'khawatir', 'kilabun', 'nar']",1
"['jerinxsid', 'divaksin', 'covid', 'warganet', 'endorse', 'jerinxsid']",1
"['anjay', 'selebgram', 'ngelive', 'endorse']",0
"['anjay', 'selebgram', 'ngelive', 'endorse']",0
['endorse'],1
"['admin', 'air', 'endorse', 'ayo']",1
"['santai', 'bilang', 'bilang', 'bacot', 'banyakan', 'heran', 'endorse', 'heran', 'chip', 'heran']",1
"['keren', 'banget', 'follow', 'endorse', 'sih']",1
"['endorse', 'nih', 'memangnya']",1
"['endorse', 'menuntut']",0
"['endorse', 'jaket', 'selesai', 'tinggal', 'endorse', 'sempaknya', 'kakak', 'ketawa']",1
"['buka', 'endorse', 'ayo']",1
"['lihat', 'endorse', 'seru', 'banget', 'anjir', 'ngakak', 'banget']",1
"['aduh', 'hadeh', 'chatime', 'endorse', 'tolong']",1
"['aduh', 'gratis', 'endorse']",1
"['jelek', 'udah', 'endorse', 'indihome']",0
"['hiburan', 'agensi', 'celebrity', 'influencer', 'tertarik']",1
"['hai', 'terima kasih', 'banget', 'udah', 'ulasan', 'produk', 'claymask', 'porehero', 'senang', 'banget', 'ulasan']",1
"['endorse', 'adidas']",1
"['hp', 'endorse']",1
"['anayejiona', 'influencer', 'tweet', 'utopolo', 'hilang', 'keji', 'follower', 'malam', 'melewati', 'tawa']",0
"['suka', 'hadeh', 'influencer', 'positif', 'atmosfer', 'banget']",1
"['gila', 'endorse', 'ketawa']",1
"['lokasi', 'memberitahu', 'endorse', 'maaf']",1
"['diam', 'diam', 'diam', 'kakak', 'rahasia', 'rambut', 'hitam', 'lebat', 'berkilau', 'takut', 'banget', 'endorse']",1
"['menyesuaikan', 'endorse', 'haus']",1
"['kecuali', 'endorse', 'sih', 'gapapa']",1
"['kasih', 'link', 'pilih', 'bagus', 'barang', 'merekomendasi', 'beli', 'terkadang', 'menjatuhkan', 'link', 'produk', 'terguna', 'kasih', 'ulasan', 'sembarangan']",1
"['balasan', 'dasar', 'produk', 'beli', 'foto', 'sebutkan', 'kualitas', 'bonus', 'ulasan', 'jujur', 'melanggar', 'aturan']",1
"['bagus', 'pengirim', 'cocok', 'eyelinernyaa', 'omong', 'pengirim', 'selebgram', 'anak', 'perempuan', 'cantik', 'aduh', 'lupa', 'namanyaa']",1
"['heran', 'beautyfluencer', 'beneran', 'jujur', 'endorse', 'ulasan', 'skincare', 'bagus', 'cocok', 'kepintaran', 'dibilang', 'bagus', 'coba']",1
"['bingung', 'produk', 'cowok', 'minim', 'banget', 'ulasan', 'sesuai', 'hati', 'mbaknya', 'lupa', 'sunscreennya']",1
"['ulasan', 'lip', 'gel', 'pengirim']",1
"['bpom', 'produk', 'berbayar', 'mempromosikan', 'artis', 'ya', 'aman']",1
"['ceruty', 'boneka', 'always', 'bawel', 'selendang', 'merambat', 'merambat', 'gamau', 'endorse', 'pemakai']",0
"['coba', 'pengirim', 'beli', 'sih', 'endorse', 'saudara']",1
"['menonton', 'nenek', 'suhaylah', 'gapernah', 'bosan', 'tonton', 'reviewnya', 'jujur', 'ulasan', 'produk', 'bener', 'mencoba', 'berbulan', 'berani', 'ulasan', 'bilang', 'produk']",1
"['produk', 'serum', 'thailand', 'warna', 'kuning', 'aman', 'sih', 'ulasan', 'tiktok']",0
